Model,cross_validation,balance_type,numTrees,features_structure,IG_min,num_satsifiedFeatures,classifier,TP,FN,FP,TN,precision,recall,F1_score,AUC
CrossAllProjects,StratifiedKFold,SMOTE,5000,Flake-Flagger-Features,0.01,14,RF,574,227,378,20482,60,72,65,85
